Feature ID,OTU_ID,Immediate_annotated_taxa,rank,threshold,min,max,mean
7c8503a6c21c7a693856bcee9e4438ad,OTU1998,Enterobacteriaceae,family,1,1,13,6.89
7c8fcffa7fa03c987ea0a3ba9f28e28f,OTU3154,Alphaproteobacteria,class,1,1,11,2.03
7c9275f356114355131d72089df1ad69,OTU506,Sphingomonas,genus,1,1,4,2.18
7c99ba43c37e2485eadd35edbfe4bbf8,OTU325,Niastella,genus,0.97,3,3,3
7ca6324773a1c7b4fd9d818edd2e6d9b,OTU4716,Rhodococcus,genus,1,3,6,4.26
7cb7e469c2a366e7a226264657e18e7f,OTU236,Intrasporangiaceae,family,1,2,2,2
7cba5dd7be1bdea26d4779ca5dfbb9c5,OTU1889,Bacteria,domain,0.99,1,21,1.8
7cbaa99e3df3d084b9c4e267a298e739,OTU1069,Candidatus Koribacter,genus,0.94,1,1,1
7cbc3ef436f75bcff3d6e45692257b0c,OTU3389,Bacteria,domain,0.99,1,21,1.8
7cbcf6ca274a6c20941a50bdfeca5102,OTU3707,Bifidobacterium,genus,0.95,2,6,3.25
7ccdc3d2f9244713e0366e5e3a886294,OTU1452,Rhizobium,genus,0.99,3,6,3.24
7cd02d8829983f608759f5f190bde4dc,OTU2861,Acidimicrobineae,suborder,1,1,2,1.5
7cd36d07cc28f49baefe88459e4df06a,OTU4215,Chitinophagaceae,family,1,1,6,3.38
7cd7c998f09095b45e3e49c380def44e,OTU1367,Xanthomonadaceae,family,1,1,4,2.15
7cde9245247f79dee005ad8a2325102f,OTU4416,Bacteria,domain,1,1,21,1.8
7ce7708734eabd907e9b5b9ec112868a,OTU2566,Bacteria,domain,1,1,21,1.8
7cefe7a04bf230ba9b1d7ed0f082b424,OTU4910,Bacteria,domain,1,1,21,1.8
7d177a0fb7bad0f2f02ebfc753c389c0,OTU3070,Xanthomonadaceae,family,1,1,4,2.15
7d239bbb4d86c554da9157f803d45eca,OTU3879,Acidobacteria_Gp3,class,1,2,2,2
7d2a7c12dc5a5aacb1cf2a7649112fdb,OTU2160,Bacteria,domain,1,1,21,1.8
7d2da901c4563c3db70ea7acc22ce359,OTU561,Bacteroidetes,phylum,1,1,13,1.29
7d3488c6cb491193427e8808ff3ceb3e,OTU4606,Acidobacteria_Gp3,class,1,2,2,2
7d3775202a6c30e59b6fe2dbe05305f1,OTU1869,Cytophagales,order,1,1,8,2.69
7d3cb7e7da4a7a5606a4e5b2572c4c82,OTU4921,Bacteria,domain,0.99,1,21,1.8
7d5731766e211674ca8a57437323debc,OTU3223,Nitrospira,genus,1,1,1,1
7d5be7b6f5eadd53e64e98d74cc3f394,OTU423,Micromonosporaceae,family,1,1,6,3.17
7db7c7c005ecddab22f19a408c481bfc,OTU4619,Bacteria,domain,1,1,21,1.8
7db9a51b2fb8773f36ddbeeb631d3c40,OTU482,Sphingobium,genus,1,2,4,2.67
7dd4459f4db3f3b8cda58e1f292c9cff,OTU3299,Bacteria,domain,1,1,21,1.8
7ddfb69b5161ac9e2d098ddaa3d94e77,OTU4294,Proteobacteria,phylum,1,1,21,1.96
7de1aa2df011de8b8bdc40c2cb125aab,OTU4346,Gammaproteobacteria,class,1,1,21,2.69
7de4d16716d872866e870dd6a11652a9,OTU5154,Cyanobacteria,class,1,1,6,2.32
7df08aa2bdddca470d2705bb7503c6fb,OTU4095,Bacteria,domain,1,1,21,1.8
7e15c88862f999aced3c312004a24d3a,OTU4520,Gemmatimonas,genus,0.82,1,2,1.67
7e1723399f0ddd9b7d9c7a3efe0f7499,OTU1732,Cytophagales,order,1,1,8,2.69
7e175411db62d7ac1cdbbecedc2c5129,OTU5243,Gammaproteobacteria,class,1,1,21,2.69
7e1a25df72d6a05bdb9ea153d70ae33c,OTU2908,Aurantimonadaceae,family,1,1,3,1.84
7e64df2cf3e23df4457b5836b23dc2cc,OTU1742,Bacteria,domain,1,1,21,1.8
7e69f305fb7ad1d3e385188e8a969d39,OTU4534,Bacteria,domain,1,1,21,1.8
7eb9771939bcde9c187d81815ccbda9d,OTU3671,Truepera,genus,1,2,2,2
7ebc760ff25210d2e3fa9700782d097c,OTU565,Spartobacteria,class,1,1,1,1
7edafcf4c25df545f965c04ca9d5ca22,OTU1270,Gemmatimonas,genus,0.98,1,2,1.67
7eff9617d3bcb8fd54802c51f9e05804,OTU4969,Sphingomonadales,order,0.99,1,5,1.76
7f027031678820b9617f1490fc0c8ed5,OTU2236,Pseudomonas,genus,0.97,1,9,4.89
7f37b1750e22f42bd0ebac3d7bfbdd7b,OTU4241,Proteobacteria,phylum,1,1,21,1.96
7f399f804fea2632f5bcb85621ad35b3,OTU434,Bacteria,domain,1,1,21,1.8
7f505cafe211ec235daf34d8a4aed64d,OTU686,Rhizobiales,order,0.98,1,11,2.2
7f54f0736a7c06fd156b3657e834b53d,OTU2183,Rhizobium,genus,0.88,3,6,3.24
7f557b57ab55ae94631bb89ee9b95d15,OTU5285,Bacteria,domain,0.97,1,21,1.8
7f624af05a1cdfe5258d6cc744cfeb92,OTU2090,Betaproteobacteria,class,0.99,1,10,2.77
7f64158ef33473cb67680ef74809eaaa,OTU2531,Hyphomicrobiaceae,family,1,1,3,1.86
7f70a8d31794df946f31af47d75d75c0,OTU2926,Hyphomicrobiaceae,family,0.93,1,3,1.86
7f72952b64c790c7119307f5e46ea2ea,OTU2182,Solirubrobacterales,order,0.82,1,1,1
7f7aab824760ed23f45a305746b975de,OTU3607,Gemmatimonas,genus,0.99,1,2,1.67
7fb61c38c83e67194f678f317d69c8ea,OTU502,Flavisolibacter,genus,0.95,3,3,3
7fb71023b0f090f486e4a6394c4f0dd1,OTU4189,Sphingomonadales,order,0.92,1,5,1.76
7fc07942dcdb79b5fc11db3eead3a539,OTU4918,Cyanobacteria,class,0.99,1,6,2.32
7fd3dde6620979645e7544707473ca25,OTU2078,Xanthomonadaceae,family,1,1,4,2.15
7fed5bf2dae32a5147d2a4e96e2baa6f,OTU5275,Bacteria,domain,1,1,21,1.8
7ff2116c0b970003afa880d3175cd7d4,OTU1349,Legionella,genus,0.99,3,4,3.08
7ffa2bca90b3c88ff5b1b116ce304f56,OTU667,Niastella,genus,1,3,3,3
7ffb362ebfd013341a147794a04ce445,OTU2718,Betaproteobacteria,class,1,1,10,2.77
8001f53e0773be9cbcdcb1b96a001a91,OTU2114,Gemmatimonas,genus,0.97,1,2,1.67
8020d2f8cdfb409f8e7301b1f05347a8,OTU5056,Rhodanobacter,genus,0.96,2,2,2
80266a08d0b68ebb969dcabdf27cf489,OTU64,Novosphingobium,genus,1,3,5,3.33
8026e48a8ce34a360040d189744c8a14,OTU1515,Hyphomicrobiaceae,family,0.9,1,3,1.86
80278a20b9f1e9d0eaae4ca501358370,OTU1004,Xanthomonadaceae,family,1,1,4,2.15
802cc4100cb6abeaf7fbbe583d8ffe6d,OTU2586,Rhodospirillales,order,0.89,1,10,3.06
8044b59710f2ca8e1770bc87e145da4e,OTU826,Burkholderiales,order,0.9,1,9,3.48
8057b59dc17d6d57f6456a49e151604e,OTU723,Anoxybacillus,genus,1,7,9,8.43
805f776621968701c350147e848ebe07,OTU3774,GpXIII,genus,0.83,2,3,2.5
80704b603ab7e642407a13a5fbcec7e8,OTU2448,Erythrobacter,genus,0.99,1,2,1.2
8081353fd36dc5d011edcb0f32462717,OTU2214,Burkholderiales,order,1,1,9,3.48
80956a7c63fffccce717220beab9236a,OTU1273,Chitinophagaceae,family,0.94,1,6,3.38
80984e3ca2f165d8b94d1f52fad668a5,OTU3627,Ramlibacter,genus,0.98,1,2,1.5
80a06b28a862a67b9f963bd0e547b0bd,OTU2330,Acidobacteria,phylum,1,1,2,1.28
80e04e92c14c5df567e048268a4a9b68,OTU1066,Gp6,genus,1,1,1,1
80e76184d4bba6c82746787176fccbf0,OTU551,Xanthomonadaceae,family,1,1,4,2.15
80e7c5878720868ea5f4dadd1b1e1807,OTU4709,Bacteria,domain,1,1,21,1.8
80edb37cfc6941971db940b3208c8913,OTU5298,Bacteria,domain,1,1,21,1.8
81118bc49d0ecc78b28fab03fb85a7f5,OTU3019,Rhizobiales,order,0.99,1,11,2.2
811d24c170c523f6bc2821759da81c80,OTU3779,Myxococcales,order,0.9,2,4,2.71
8125187285a4397d112c2a6ed18fa3e5,OTU3835,Deltaproteobacteria,class,0.83,1,7,2.52
8166bf7ba9c92b79bf979da395d10fd4,OTU4677,Bacteria,domain,0.98,1,21,1.8
818a89ee79ae9aae66eb6d0f985558e1,OTU4300,Bacteria,domain,1,1,21,1.8
818f461aff6e74bf25a3ba3f2c2ac4fa,OTU4496,Mucilaginibacter,genus,1,2,3,2.67
81ae14bccd50681f566c9710d2f5c717,OTU416,Bacteria,domain,1,1,21,1.8
81b37cc5767d59a84a5b233b780790d5,OTU2437,Rhodospirillaceae,family,1,1,10,3.48
81c16d81a7a9a1ef0b8d61f0ee08954f,OTU1375,Nocardioides,genus,1,2,3,2.5
81c9be0a4b2865f7db54b25ca3d63653,OTU5270,Chloroflexi,phylum,0.97,1,3,1.71
81ec61b7866ad922c41433d04634426a,OTU2704,Rickettsia,genus,0.82,1,1,1
81f3e86c95c737f4e5925e53924d6e8a,OTU760,Betaproteobacteria,class,1,1,10,2.77
8210455e9d075e70f776bbe56c15b4cf,OTU3425,Acidimicrobineae,suborder,1,1,2,1.5
82317623d1eea5a03473a4654c7c368c,OTU17,Pseudonocardiaceae,family,1,3,5,3.65
823d38d986b0d72bf8463683d127a9b9,OTU4236,Bacteria,domain,1,1,21,1.8
824b2aa03d5e468a241890b177d550bc,OTU4992,Haliscomenobacter,genus,1,2,2,2
824ee19aceece972c0757f8dc4a99736,OTU2394,Betaproteobacteria,class,1,1,10,2.77
8254ffbd8358fb5bbab89294749fc5bc,OTU801,Variovorax,genus,0.98,2,3,2.17
8255f35806103c8714e71ca01d8daf33,OTU2384,Rhodospirillales,order,0.99,1,10,3.06
825c7a8c663f9b9b2563c5a4021ae280,OTU2750,Nocardioides,genus,1,2,3,2.5
826e82607e61fcb2bad40303c4e2f3fe,OTU351,Acidimicrobineae,suborder,0.86,1,2,1.5
827cb8f23bfaf9b8427099b0ae752759,OTU752,Spartobacteria,class,1,1,1,1
827cfe684a2578bbe597f6659db05b82,OTU3713,Alphaproteobacteria,class,1,1,11,2.03
82844f34a7f8cce2b40ae3a844f0daa8,OTU2630,Acidobacteria,phylum,1,1,2,1.28
828a463581cb9e65d51fba12f38ce7cb,OTU183,Lysobacter,genus,1,2,3,2.12
829ac19123a0c350b900828327f9067b,OTU3409,Chitinophagaceae,family,1,1,6,3.38
82a080a5ee5e74b8b3550ab4fe3dadf2,OTU2726,Sphingomonas,genus,1,1,4,2.18
82a151c2a3b4caec25362d9c042cdf0e,OTU2671,Aeromicrobium,genus,0.92,2,2,2
82a51d2beefb99b9c3988cb01df63c33,OTU580,Betaproteobacteria,class,1,1,10,2.77
82b052ba622f671ba1236ec22fce9102,OTU3156,Acidobacteria_Gp3,class,1,2,2,2
82bc693dcc43e5a6908a1e903a89fe3a,OTU4662,Bacteria,domain,1,1,21,1.8
82cfe50a6b2e3bc79a568751d801c7dc,OTU2677,Alphaproteobacteria,class,1,1,11,2.03
82e0e9b34cc8940b8267b9b298c36ff0,OTU3053,Anaerolineaceae,family,0.81,1,2,1.5
82fbf45fd5251c1d651e3d1eb5199579,OTU4383,Spartobacteria,class,0.98,1,1,1
830cfba031339b08743a1e26ec504f18,OTU439,Gp6,genus,1,1,1,1
831d311446db5a284eeba0a13c040dda,OTU1319,Nannocystineae,suborder,0.97,2,2,2
8320e1b13d6a5896db1a5ce9ddc1e4e8,OTU3927,Chitinophagaceae,family,1,1,6,3.38
8336637c9a069c927c4a77f2eef51401,OTU2242,Chryseobacterium,genus,1,2,7,5.08
8349c02db93ace8098a5ac062d696ef9,OTU1257,Bacteria,domain,1,1,21,1.8
834dfc3c4796d0e4321c9d2859a152f1,OTU3082,Betaproteobacteria,class,1,1,10,2.77
8356596a0b7223697ca7f0cd6e45e80f,OTU3365,Cytophagales,order,1,1,8,2.69
8361f196865e08338c7b949993253b6e,OTU262,Rhizobiaceae,family,0.97,2,6,3.05
83788d0d485f226fe2591d056db57174,OTU86,Bacteria,domain,1,1,21,1.8
8379b41a5e675ed13524764baa00bbe4,OTU2870,Actinobacteria,class,0.83,1,11,1.83
837a7043df7486121c048be721492828,OTU326,Acidobacteria_Gp4,class,1,1,1,1
837e9d9e9727b77bf3b1cbe074ba4849,OTU3433,Bacteria,domain,1,1,21,1.8
8383cfdca48a88c5cc858ec092e12768,OTU798,Mycobacterium,genus,1,1,3,1.14
83906529d9462fa1de6c07d296297130,OTU162,Gp6,genus,1,1,1,1
83a0037c649b54d74ea497fde7598f44,OTU4841,Acidobacteria_Gp1,class,1,1,2,1.1
83a708a0a5e9a56e8f4f1c9fd7e4096b,OTU3480,Rhizobiales,order,1,1,11,2.2
83cac5e5d630a3ef1b8b84a4f1bb54c4,OTU5110,Truepera,genus,1,2,2,2
83e6e956d7e967e8b48d7b53770bd3b8,OTU4531,Bdellovibrio,genus,1,1,2,1.5
83e89945e96d556da926b445598654e2,OTU1134,Bacteria,domain,1,1,21,1.8
83e9f5b9774f8db177aa0d8eba584690,OTU1008,Betaproteobacteria,class,1,1,10,2.77
83ea64044596284d89c2b1115844d71e,OTU4748,Xanthomonadaceae,family,1,1,4,2.15
83eea7ede2e6b425b64784c49b69b1ca,OTU1283,Phyllobacterium,genus,0.96,3,3,3
83f13a5923a3376437b62fd9a8fd0591,OTU1477,Bacteria,domain,1,1,21,1.8
8407d16669284f3de55f92c3b0c6b225,OTU2052,Porphyrobacter,genus,0.94,1,2,1.33
84315e8be548c62d4478481806175751,OTU4697,Anaerolineaceae,family,0.93,1,2,1.5
84371e2df2e5b2df021d5f20b7cfbd00,OTU372,Neorhizobium,genus,0.93,3,3,3
843b9d7a665b39859bd81583dec6ce75,OTU927,Flavisolibacter,genus,0.91,3,3,3
844166a4a83ec7b585596322feda7aeb,OTU3869,Conexibacter,genus,0.84,1,1,1
844e092db29e43e2bf693ff60e848424,OTU955,Rhizobiales,order,1,1,11,2.2
845746fb39acdd173dd39bd0f75f6a1f,OTU4259,Gp6,genus,1,1,1,1
8467e60554a0980a943496be328cc6dc,OTU5244,Lysobacter,genus,0.99,2,3,2.12
846e0c8534de6a74a3ee67df06efc2f0,OTU2050,Dechloromonas,genus,0.99,3,3,3
846e84f7fae66c0c882a13e878a09a8a,OTU1769,Betaproteobacteria,class,1,1,10,2.77
847edf2ba77640f0192fd7be0aa46dc7,OTU5392,Sphingomonadales,order,0.97,1,5,1.76
847f7e3d6bfca764b2639f8b221d6eb9,OTU3403,Rhodospirillales,order,0.96,1,10,3.06
8485c74b45214595e580ade7d064aaf2,OTU5049,Bacteria,domain,1,1,21,1.8
848ae9db71d76362f7176b86e88447b3,OTU2175,Cytophagales,order,1,1,8,2.69
848f67bf0f01d24f98f6b01a398dfea8,OTU3986,Bacteria,domain,1,1,21,1.8
849981233950d5002058dca6bfa0f56d,OTU1368,Betaproteobacteria,class,0.97,1,10,2.77
84a8d8fa077275aa97f613bfe4db8e92,OTU2108,Armatimonadetes,phylum,1,2,2,2
84b208522569ebd9622aafbc188fba8c,OTU601,Chitinophagaceae,family,1,1,6,3.38
84b5b90365d0866089474bf701acb023,OTU2465,Comamonadaceae,family,1,1,9,2.75
84c9ebec4ae5d4b42875a62bd66fc496,OTU4924,Bacteria,domain,1,1,21,1.8
84d2c17b500bab9031d611e14fbe6bb6,OTU1926,Burkholderiales,order,0.99,1,9,3.48
84d736ed7de594186c10c59813cc83d2,OTU1215,Burkholderiales,order,1,1,9,3.48
84dbcec36322c5bd35c74a590c8440a9,OTU1822,Betaproteobacteria,class,1,1,10,2.77
84e488a12d16114f0b36de341f2e8ffc,OTU3919,Bacteria,domain,1,1,21,1.8
84ecb2059773d1e2a46c56d74a54c61b,OTU4436,Cyanobacteria,class,0.99,1,6,2.32
84fc83a7de117a5e19079f3fcfbdebf3,OTU3977,Haliscomenobacter,genus,1,2,2,2
852696e2a6e73a0e208b114e2dcad96f,OTU4950,Clostridiales,order,1,1,17,5.38
856c8e0ac5c78e24679c7a82dcf74dad,OTU2245,Sphingomonadaceae,family,0.98,1,5,2.23
856ce200a658710c37a59e8123c74f1f,OTU828,Bacteria,domain,1,1,21,1.8
85877ff00b1855bf6f9e7c57faa056e7,OTU659,Acidobacteria,phylum,1,1,2,1.28
8587c06aa5414d0e2cd94edcf3120000,OTU4102,Bacteria,domain,1,1,21,1.8
858b849504bc828f98b38f400039e5af,OTU2118,Mucilaginibacter,genus,1,2,3,2.67
858d43bb723e044414c76b0220bc8325,OTU1298,Betaproteobacteria,class,0.99,1,10,2.77
85abe4b5fe5a30e22410616117c6bd63,OTU4343,Proteobacteria,phylum,1,1,21,1.96
85e6dbc3c629b2fda8b6dca85a2859aa,OTU3511,Rubrobacteridae,subclass,1,1,1,1
85eb9b00d6f36783921606f64ad8d4d1,OTU3852,Myxococcaceae,family,0.89,3,4,3.25
85f8ef385238178d6fb14c9af1cad702,OTU71,Sphingomonas,genus,1,1,4,2.18
860040a4177ee7949ba42796e93a50f0,OTU3679,GpIV,genus,1,1,3,1.75
862c40ad29a1259327fd131c973df18c,OTU2849,Bacteria,domain,0.99,1,21,1.8
862c414689f8436b05e436356bfb525d,OTU1592,Burkholderiales,order,0.95,1,9,3.48
862fc1bb45452fcd1285644a1436cdd2,OTU1923,Rhodocyclaceae,family,0.99,2,5,2.84
863e7b4e93d1d00ec6441facab68c0d1,OTU682,Rubrobacteridae,subclass,1,1,1,1
86592b1c7bc06a438da905ff4e68fd29,OTU1878,Acidobacteria_Gp1,class,1,1,2,1.1
866860a1274f496371558f4d6ea02d8f,OTU1418,Acidimicrobineae,suborder,0.93,1,2,1.5
86741ec0e165c909a19a7c8476f72b37,OTU1470,Gammaproteobacteria,class,1,1,21,2.69
867efbb9d9658210c175604ed315d0d7,OTU2171,Proteobacteria,phylum,1,1,21,1.96
867f8aacda76b75ef9214cd7078b26be,OTU3022,Algoriphagus,genus,1,3,3,3
868f9c8e2cbeed622562823ae22df840,OTU4237,Micrococcineae,suborder,0.88,1,9,2.22
86985555794606f2977cd0ed5b053b50,OTU2985,Chitinophagaceae,family,1,1,6,3.38
86b1dca53bc0d8691e656af11f5e6629,OTU2816,Mycobacterium,genus,1,1,3,1.14
86ead425e37d98a81f8ad21dc2873d20,OTU345,Alphaproteobacteria,class,1,1,11,2.03
86ee7c43f72874b99e5218c3c2f438aa,OTU429,Novosphingobium,genus,1,3,5,3.33
86f8d45e69dfc34edb4bdde09bf87af0,OTU2502,Gammaproteobacteria,class,0.99,1,21,2.69
86fa5db93ce93b422a94c4481cf753ec,OTU2134,Lysobacter,genus,1,2,3,2.12
870c91ae5833aea22632d60a3075b688,OTU3530,Chitinophagaceae,family,1,1,6,3.38
87234bcf62147747c45d821d42c35f89,OTU4354,Bacteroidetes,phylum,1,1,13,1.29
8733c44edd15e8f8fceeffeb62c55061,OTU4713,Rhodospirillales,order,0.84,1,10,3.06
8734ad0dc590ad3b016110b97a94f9f8,OTU394,Aeromicrobium,genus,1,2,2,2
8735b110ae2bd5077cec488347483443,OTU2866,Gp6,genus,1,1,1,1
87388f10a50eff067e36d8337dfe1dde,OTU1968,Phenylobacterium,genus,0.87,1,1,1
873dbec920e2bdcb9f2d265bac1d62b6,OTU1312,Gp6,genus,1,1,1,1
874000ac3a42a1f165d32da637ecb3ee,OTU3808,Phenylobacterium,genus,0.98,1,1,1
8743aebf61e2b0626238e01120a2ce04,OTU984,Burkholderiales,order,0.98,1,9,3.48
874cac91c0002286552bb53cbb4e8496,OTU1299,Oxalobacteraceae,family,1,1,8,3.51
875146c7199366d8f4732cd250eda234,OTU5196,Cytophagales,order,0.9,1,8,2.69
876f547b97cc4ad617119c07eaa53642,OTU3419,Cytophagales,order,0.92,1,8,2.69
87794c1d8343b4dd8495ab70ce90e9a9,OTU4728,Sphingomonadales,order,0.86,1,5,1.76
8781dc1d02106f07c9bccd146f379b4f,OTU843,Serratia,genus,0.95,6,8,7.02
87c9410e151ff4b3fb2720d4045b0eb5,OTU5150,Flavobacteriaceae,family,1,1,13,2.97
87d45b85334c7053d274a20a56b87e30,OTU267,Acidobacteria_Gp4,class,0.96,1,1,1
87d4ac26c2fed22f16cc556cfb2633ab,OTU5440,Xanthomonadaceae,family,0.97,1,4,2.15
87d984ebe3a5a87139e9c987317c6d0e,OTU270,Spartobacteria,class,1,1,1,1
87dff7ef17fdce7c5f0e3aff46d780f1,OTU816,Methylophilaceae,family,0.99,1,3,2
87e08e353b108cf163045174cc3d25c4,OTU2914,Sinobacteraceae,family,1,1,2,1.5
87e7e930ea445535c0bbf8ed32901b21,OTU219,Nocardioidaceae,family,1,2,3,2.17
8800f729b5cbea308cd0d717ffc3cd83,OTU838,Chloroflexi,phylum,0.87,1,3,1.71
882376ee2e5bd5dfaecea3991af5c530,OTU696,Cyanobacteria,class,1,1,6,2.32
883d25a3f9e4d62dfe4edc6465f9b4fe,OTU661,Micromonosporaceae,family,1,1,6,3.17
884afce7c2d2dbc78c35f120da4a1349,OTU2300,Acidobacteria_Gp3,class,1,2,2,2
884d3fec8869b8d0bda05668b197c4cc,OTU1600,Rubrobacteridae,subclass,1,1,1,1
8856ee29adaccae85356457f04d27637,OTU2267,Methylobacterium,genus,0.83,4,11,5.7
887331eeca98ee300962b393cb5f3e7e,OTU1058,Devosia,genus,1,2,2,2
888689cda14e09347a57b0da73371935,OTU3619,Xanthomonadaceae,family,1,1,4,2.15
8889afe86afa457acc095eeac56c01fa,OTU2335,Gammaproteobacteria,class,0.99,1,21,2.69
889f1c27c90fc516a797a339efc0b628,OTU1489,Halomonas,genus,1,1,6,5
88a87f988a1c81b30cb283a07d6ee9b3,OTU328,Rhodospirillaceae,family,0.99,1,10,3.48
88bbcece5e42f9034795c9b01a681032,OTU4777,Pedobacter,genus,1,3,7,4.83
88be38f41c0a267c374b56e1a7220d93,OTU2379,Caldilineaceae,family,0.97,2,2,2
88c64bca717f02eeb81d8db9c4f044d4,OTU3874,Betaproteobacteria,class,1,1,10,2.77
88cbc4e918a4411142cd3ac673000596,OTU2820,Bacteria,domain,0.99,1,21,1.8
88ccb8607bf03d5b0d6a4b8591392911,OTU688,Flavobacterium,genus,1,1,13,4.74
88eb81476deede3520c53828733c8531,OTU4439,Bdellovibrio,genus,0.92,1,2,1.5
895d28ae58de77ee8c7557f6ff1cc455,OTU631,Bacteria,domain,0.95,1,21,1.8
89693fbfcd79af69033d97ef152a29c6,OTU5269,Cytophagales,order,0.93,1,8,2.69
897ff0e4694b5766ac56059d6f666581,OTU921,Sphingomonas,genus,1,1,4,2.18
8989a99b7bead5c48a439d6fe742bc33,OTU1157,Hyphomicrobium,genus,0.99,1,1,1
8990a4b51c3dae63c97a51ad71e57e55,OTU5369,Bacteria,domain,1,1,21,1.8
89a451227a82b0b0034b77ede85cd58e,OTU1667,Massilia,genus,1,6,8,7
89a68567ae6f2c974fc3e5adb5fb25bd,OTU366,Sphingomonas,genus,1,1,4,2.18
89c0da0c5502095a83ab6e7bdf4d11ba,OTU451,Xanthomonadaceae,family,1,1,4,2.15
89ca7dbab4127723c6c82b07fe2f46be,OTU1385,Myxococcales,order,0.98,2,4,2.71
89fea78b1aea470deb450c08c2855bd4,OTU2277,Rhodospirillales,order,0.93,1,10,3.06
89ffb6466c41de10f413d19c0209a72c,OTU3504,Xanthobacteraceae,family,1,1,3,2
8a06f407b58810d4021ef36942953b45,OTU5028,Proteobacteria,phylum,0.87,1,21,1.96
8a166567ddf3c9d5c170b73be84d83ea,OTU1674,Rhizobacter,genus,1,3,3,3
8a278fd85662278806a3b4466ed4aee5,OTU5103,Gp6,genus,1,1,1,1
8a34c29bb6f1af7de6595b5f6e9de795,OTU378,Gemmatimonas,genus,0.99,1,2,1.67
8a3872922308608b9cce7ca8a72a05b5,OTU4769,Proteobacteria,phylum,1,1,21,1.96
8a38ea1dd96b3e327afad2c26c1bfd31,OTU116,Acidobacteria_Gp4,class,1,1,1,1
8a3f9db3a80d3f6ffc0c66ae75d988f5,OTU3659,Mycobacterium,genus,0.99,1,3,1.14
8a59ab5221d649bb80ad64f05d27040c,OTU2824,Acidimicrobineae,suborder,0.99,1,2,1.5
8a5a3b2f16df6ac2d3ea018763e48f24,OTU2368,Nocardioides,genus,1,2,3,2.5
8a667bf17633fbf6024e384130c5896c,OTU1524,Burkholderiales,order,0.97,1,9,3.48
8a888dd3dc197ec815c58867775503f0,OTU583,Shinella,genus,0.99,3,3,3
8a8f6a9b1839c3a8bb5844243d28e4bd,OTU3783,Acidobacteria,phylum,1,1,2,1.28
8aa342397ca6a94fca304ff215685397,OTU5033,Micrococcaceae,family,0.97,2,9,2.97
8aaafbfe5b46dd2c9087dddc262ca1ca,OTU2990,Gemmatimonas,genus,0.99,1,2,1.67
8aba662596a887a75056b15a29e30bab,OTU4947,Nitrosopumilus,genus,1,1,1,1
8ac060d08436fa4c5615f54b5665a681,OTU2741,Gramella,genus,1,3,3,3
8ad6f4295057b1247594b680ef569c09,OTU2612,WPS-1_genera_incertae_sedis,genus,1,1,1,1
8aeec9dc9e9fc4ce57a885e7b2a2cdf3,OTU3845,Desulfovibrio,genus,1,1,7,3.53
8af17c4bfedb42813e5e9ae7f75aa3e7,OTU5362,Micrococcaceae,family,0.99,2,9,2.97
8b000eb540d9c909c776bf5af71eff93,OTU5096,Bacteria,domain,1,1,21,1.8
8b05ee21ff05e4856a36fed14951fa49,OTU58,Sphingomonas,genus,1,1,4,2.18
8b1a1b2a0b6e0e18b7fbbf64e18cb23b,OTU3736,Verrucomicrobia,phylum,1,1,3,1.52
8b26a75acc7ec1424fbf935a324c3bea,OTU1144,Rhodobacteraceae,family,1,1,6,2.82
8b6a93cb83b1350f1c9c185786332503,OTU2156,Chitinophagaceae,family,1,1,6,3.38
8b7a5e7e10e4887e5ccc9aded55b91e9,OTU4913,Chloroflexi,phylum,0.83,1,3,1.71
8b9154f0abfdceaa88b61048cd61552a,OTU1583,Acidobacteria,phylum,0.93,1,2,1.28
8b938dc966b13eb52db00a55599fa184,OTU3307,Altererythrobacter,genus,0.89,1,2,1.14
8ba89c4265ebe8248245fb7d5176bcfa,OTU5329,Acidobacteria_Gp4,class,0.84,1,1,1
8baaa64fc98a07fe6af929b12d0d17c4,OTU139,Bradyrhizobium,genus,1,1,2,1.33
8bb5c7ef3ba015f6b4676f64db810888,OTU2184,Bacteroidetes,phylum,1,1,13,1.29
8bb5ec0caff37f3cd413f39a8f36442f,OTU2520,Rhodobacteraceae,family,1,1,6,2.82
8bbbc125bc927dbe365010973ea3e02f,OTU3005,Nannocystineae,suborder,0.87,2,2,2
8bc45e5be940868a0ab9b3c6c85a33c0,OTU5226,Verrucomicrobia,phylum,1,1,3,1.52
8bceba6c2077ab782cc6a0b30637472a,OTU1252,Bacteria,domain,1,1,21,1.8
8be2520c84a4c9dfc6c74f7dc8a05ce8,OTU4249,Alphaproteobacteria,class,0.98,1,11,2.03
8be9c7f8bdd0a0ce55a8d17b07654275,OTU1230,Bacteria,domain,0.98,1,21,1.8
8c03a22177c2b09278c8dc3fcae17985,OTU3940,Gemmatimonas,genus,1,1,2,1.67
8c061bf988a11593e388f1bbef3f23b1,OTU4628,Bacteria,domain,1,1,21,1.8
8c062680363a7f944fccd86f1dbce137,OTU3308,Acidimicrobineae,suborder,0.96,1,2,1.5
8c194c0e22c804d8696094096746b71c,OTU1387,Flavobacterium,genus,1,1,13,4.74
8c1ed53f06ad392e0866a19a3202a173,OTU4324,Bacteria,domain,1,1,21,1.8
8c20b65af429ad3a19efee1dbb9371e4,OTU3898,Deltaproteobacteria,class,0.83,1,7,2.52
