Class,GO_Name,GO_ID,GO_Level,P_value,EnrichmentScore,HitsGenesCountsInSelectedSet,HitsGenesCountsInBackground,AllGenesCountsInSelectedSet,AllGenesCountsInBackground,GenesOfSelectedSetInGOterm,corrected p-value(BH method)
Biological process,regulation of catalytic activity,GO:0050790,4,0.024997673,1.851428571,13,455,295,19116,"Medtr6g059730,Medtr6g066210,Medtr6g059760,Medtr6g059650,Medtr7g081130,Medtr6g059530,Medtr6g059410,Medtr7g077340,Medtr2g033630,Medtr7g077215,Medtr1g035770,Medtr8g042910,Medtr4g035855,",0.151985851
Biological process,response to endogenous stimulus,GO:0009719,3,0.025390159,1.532216749,24,1015,295,19116,"Medtr5g064340,Medtr4g124750,Medtr4g124960,Medtr5g064345,Medtr7g108650,Medtr4g010650,Medtr7g085810,Medtr3g102980,Medtr4g127100,Medtr2g100880,Medtr4g124700,Medtr2g044020,Medtr8g038170,Medtr4g009040,Medtr7g117495,Medtr5g005960,Medtr1g063330,Medtr3g092890,Medtr1g063340,Medtr5g019650,Medtr3g109160,Medtr3g070290,Medtr7g104480,Medtr7g101190,",0.15314699
Biological process,polysaccharide metabolic process,GO:0005976,5,0.031516763,1.842654028,12,422,295,19116,"Medtr4g094285,Medtr8g081040,Medtr7g059290,Medtr7g084750,Medtr3g084630,Medtr3g084620,Medtr6g015905,Medtr3g086310,Medtr4g128590,Medtr8g042910,Medtr4g045667,Medtr4g057450,",0.176123089
Biological process,regulation of molecular function,GO:0065009,3,0.035671675,1.758663883,13,479,295,19116,"Medtr6g059730,Medtr6g066210,Medtr6g059760,Medtr6g059650,Medtr7g081130,Medtr6g059530,Medtr6g059410,Medtr7g077340,Medtr2g033630,Medtr7g077215,Medtr1g035770,Medtr8g042910,Medtr4g035855,",0.197886665
Biological process,carbohydrate metabolic process,GO:0005975,4,0.036219272,1.452413793,26,1160,295,19116,"Medtr2g103650,Medtr2g098520,Medtr4g066580,Medtr1g115475,Medtr4g094285,Medtr8g068120,Medtr7g116850,Medtr2g098540,Medtr8g081040,Medtr7g059290,Medtr4g082950,Medtr7g051650,Medtr0002s1060,Medtr7g084750,Medtr3g084630,Medtr3g084620,Medtr6g015905,Medtr3g086310,Medtr8g017410,Medtr8g098840,Medtr4g128590,Medtr4g131810,Medtr3g074180,Medtr8g042910,Medtr4g045667,Medtr4g057450,",0.199468453
Biological process,coenzyme metabolic process,GO:0006732,5,0.037075676,2.445283019,6,159,295,19116,"Medtr5g091050,Medtr5g026480,Medtr5g026430,Medtr5g026450,Medtr5g026460,Medtr5g026500,",0.202715925
Biological process,dephosphorylation,GO:0016311,6,0.038516099,2.234482759,7,203,295,19116,"Medtr5g024340,Medtr1g073610,Medtr3g074930,Medtr3g074180,Medtr3g074970,Medtr8g014640,Medtr8g014650,",0.206142499
Biological process,cellular carbohydrate metabolic process,GO:0044262,5,0.041642392,1.88372093,10,344,295,19116,"Medtr4g094285,Medtr8g081040,Medtr7g084750,Medtr3g084630,Medtr3g084620,Medtr6g015905,Medtr4g128590,Medtr3g074180,Medtr4g045667,Medtr4g057450,",0.221316209
Biological process,negative regulation of macromolecule metabolic process,GO:0010605,6,0.043611326,1.804556962,11,395,295,19116,"Medtr6g059730,Medtr3g102980,Medtr6g066210,Medtr6g059760,Medtr6g059650,Medtr5g017980,Medtr6g059530,Medtr6g059410,Medtr7g077340,Medtr7g077215,Medtr1g035770,",0.230170887
Biological process,response to inorganic substance,GO:0010035,4,0.043620754,1.667647059,14,544,295,19116,"Medtr4g010650,Medtr7g085810,Medtr4g085540,Medtr3g102980,Medtr8g038170,Medtr8g072260,Medtr4g009040,Medtr7g117495,Medtr4g057890,Medtr7g104480,Medtr7g101190,Medtr5g013470,Medtr5g010930,Medtr5g010940,",0.228632915
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
